userid,vroot
10002,Knowledge Base|/kb
35519,Microsoft.com Search|/search
35521,Internet Explorer|/ie
35522,Free Downloads|/msdownload
35523,Games|/games
35530,Developer Workshop|/workshop
35531,Internet Explorer|/ie
35531,NT Server Support|/ntserversupport
35532,Free Downloads|/msdownload
35532,MS Project|/project
35533,Microsoft.com Search|/search
35539,FrontPage|/frontpage
35542,MS Schedule+ News|/scheduleplus
35542,MS Word News|/word
35547,Microsoft.com Search|/search
35549,regwiz|/regwiz
35553,Windows Family of OSs|/windows
35555,Free Downloads|/msdownload
35555,Windows Family of OSs|/windows
35560,Taiwan|/taiwan
35567,MS Office Info|/office
35567,MS PowerPoint News|/powerpoint
35568,Windows Family of OSs|/windows
35568,Internet Service Providers|/isp
35570,Games Support|/gamessupport
35571,isapi|/isapi
35574,Free Downloads|/msdownload
35574,Windows95 Support|/windowssupport
35576,Corporate Desktop Evaluation|/organizations
35577,Products |/products
35581,Internet Explorer|/ie
35588,Microsoft.com Search|/search
35596,Intranet Strategy|/intranet
35599,Windows 95|/windows95
35600,Free Downloads|/msdownload
35600,MS Word Support|/mswordsupport
35603,Internet Explorer|/ie
35606,Job Openings|/jobs
35608,isapi|/isapi
35609,Windows Family of OSs|/windows
35611,Internet Explorer|/ie
35612,International IE content|/ie_intl
35615,IE Support|/iesupport
35618,Internet Explorer|/ie
35619,SP Referral (ART)|/referral
35621,Free Downloads|/msdownload
35623,Germany|/germany
35624,Free Downloads|/msdownload
35626,Products |/products
35627,Internet Explorer|/ie
35628,SP Referral (ART)|/referral
35628,MS Office|/msoffice
35628,isapi|/isapi
35634,isapi|/isapi
35636,Games|/games
35637,Internet Explorer|/ie
35639,Knowledge Base|/kb
35641,Microsoft.com Search|/search
35645,regwiz|/regwiz
35646,Support Desktop|/support
35652,Products |/products
35656,Internet Explorer|/ie
35657,Microsoft.com Search|/search
35663,Free Downloads|/msdownload
35667,Free Downloads|/msdownload
35669,Free Downloads|/msdownload
35669,Knowledge Base|/kb
35669,isapi|/isapi
35670,SP Referral (ART)|/referral
35673,IE Support|/iesupport
35673,End User Produced View|/athome
35674,Products |/products
35675,MS Word Support|/mswordsupport
35676,Free Downloads|/msdownload
35676,Windows Family of OSs|/windows
35676,End User Produced View|/athome
35678,Windows95 Support|/windowssupport
35678,Windows 95|/windows95
35681,Visual Basic|/vbasic
35681,World Wide Offices|/worldwide
35684,Windows 95|/windows95
35684,Knowledge Base|/kb
35687,Microsoft.com Search|/search
35689,Sweden|/sverige
35689,Internet Explorer|/ie
35692,Windows Family of OSs|/windows
35692,Products |/products
35696,Web Site Builder's Gallery|/gallery
35703,Microsoft OLE DB|/oledb
35704,SiteBuilder Network Membership|/sbnmember
35707,Windows95 Support|/windowssupport
35708,Internet Site Construction for Developers|/sitebuilder
35708,Jakarta|/visualj
35708,Visual InterDev|/vinterdev
35709,MS Access|/access
35710,Web Site Builder's Gallery|/gallery
35711,MS Access|/access
35714,Free Downloads|/msdownload
35717,Corporate Desktop Evaluation|/organizations
35719,Products |/products
35722,Microsoft.com Search|/search
35725,Sweden|/sverige
35725,Microsoft.com Search|/search
35725,Free Downloads|/msdownload
35725,Windows NT Server|/ntserver
35727,Internet Site Construction for Developers|/sitebuilder
35727,Internet Explorer|/ie
35728,VBA Development|/vba
35729,Internet Explorer|/ie
35730,Knowledge Base|/kb
35731,Free Downloads|/msdownload
35732,Chile|/chile
35733,Developer Workshop|/workshop
35733,SQL Support|/sqlsupport
35733,Internet Explorer|/ie
35738,SQL Server|/sql
35738,Internet Development|/intdev
35738,Developer Workshop|/workshop
35739,Windows Family of OSs|/windows
35745,Spain|/spain
35748,Free Downloads|/msdownload
35751,Free Downloads|/msdownload
35751,Jakarta|/visualj
35754,Windows Family of OSs|/windows
35754,Microsoft.com Search|/search
35757,Windows Family of OSs|/windows
35757,OLE Development|/oledev
35759,Windows NT Server|/ntserver
35759,Products |/products
35760,Web Site Builder's Gallery|/gallery
35760,Internet Development|/intdev
35761,Microsoft.com Search|/search
35769,Free Downloads|/msdownload
35770,Microsoft.com Search|/search
35772,Games|/games
35773,SiteBuilder Network Membership|/sbnmember
35778,Free Downloads|/msdownload
35780,Free Downloads|/msdownload
35780,Products |/products
35785,MS Office|/msoffice
35787,Windows95 Support|/windowssupport
35787,isapi|/isapi
35789,SiteBuilder Network Membership|/sbnmember
35790,Internet Site Construction for Developers|/sitebuilder
35792,Free Downloads|/msdownload
35792,Web Site Builder's Gallery|/gallery
35792,Internet Explorer|/ie
35793,isapi|/isapi
35795,Internet Service Providers|/isp
35795,Sweden|/sverige
35801,Support Desktop|/support
35802,Free Downloads|/msdownload
35802,MS Word|/msword
35803,Developer Network|/msdn
35804,WorldWide Offices - US Districts|/usa
35804,Microsoft.com Search|/search
35806,SiteBuilder Network Membership|/sbnmember
35806,ActiveX Technology Development|/activex
35808,Internet Explorer|/ie
35813,Free Downloads|/msdownload
35813,Microsoft.com Search|/search
35816,Microsoft.com Search|/search
35818,Visual Basic|/vbasic
35823,Access Development|/accessdev
35829,BackOffice|/backoffice
35830,Windows Family of OSs|/windows
35831,Internet Site Construction for Developers|/sitebuilder
35831,Connecting Small Business|/smallbiz
35834,Support Desktop|/support
35836,Support Desktop|/support
35839,Developer Network|/msdn
35840,isapi|/isapi
35841,Games|/games
35842,SQL Server|/sql
35847,Free Downloads|/msdownload
35848,Internet Site Construction for Developers|/sitebuilder
35848,Microsoft Press|/mspress
35851,SP Referral (ART)|/referral
35851,Office Free Stuff|/officefreestuff
35851,Free Downloads|/msdownload
35852,MS Site Builder Workshop|/activeplatform
35857,Web Site Builder's Gallery|/gallery
35857,MS Office Info|/office
35859,Microsoft.com Search|/search
35875,Typography Site|/truetype
35879,Internet Explorer|/ie
35882,N. American Automap|/automap
35883,Internet Explorer|/ie
35884,Free Downloads|/msdownload
35886,Support Desktop|/support
35886,Microsoft.com Search|/search
35887,Internet Explorer|/ie
35891,promo|/promo
35892,Games|/games
35896,Windows Family of OSs|/windows
35897,SiteBuilder Network Membership|/sbnmember
35897,Products |/products
35897,Microsoft.com Search|/search
35898,Internet Site Construction for Developers|/sitebuilder
35899,MS Site Builder Workshop|/activeplatform
35901,Free Downloads|/msdownload
35902,Internet Explorer|/ie
35905,Internet Explorer|/ie
35906,Microsoft.com Search|/search
35911,isapi|/isapi
35918,Games|/games
35919,Games|/games
35922,Games|/games
35924,Developer Network|/msdn
35924,Windows Hardware Development|/hwdev
35926,Exchange|/exchange
35929,Internet Explorer|/ie
35930,SiteBuilder Network Membership|/sbnmember
35930,Internet Site Construction for Developers|/sitebuilder
35931,Microsoft.com Search|/search
35933,Microsoft.com Search|/search
35935,Products |/products
35935,isapi|/isapi
35936,Windows95 Support|/windowssupport
35939,NetMeeting|/netmeeting
35941,Products |/products
35942,Internet Explorer|/ie
35946,sports|/sports
35946,Windows Family of OSs|/windows
35948,Microsoft.com Search|/search
35951,SP Referral (ART)|/referral
35952,Microsoft.com Search|/search
35953,Web Site Builder's Gallery|/gallery
35955,Corporate Desktop Evaluation|/organizations
35955,Visual Basic|/vbasic
35955,Windows 95|/windows95
35957,Microsoft.com Search|/search
35958,Internet Explorer|/ie
35961,Free Downloads|/msdownload
35963,Developer Workshop|/workshop
35966,Training|/train_cert
35967,Products |/products
35970,Typography Site|/truetype
35970,Support Desktop|/support
35972,isapi|/isapi
35976,Products |/products
35980,Support Desktop|/support
35981,Internet Explorer|/ie
35982,Microsoft.com Search|/search
35983,International IE content|/ie_intl
35984,Products |/products
35987,International IE content|/ie_intl
35989,Microsoft.com Search|/search
35991,SP Referral (ART)|/referral
35997,Microsoft.com Search|/search
35998,Jakarta|/visualj
36000,MS Office Info|/office
36001,Free Downloads|/msdownload
36005,For Developers Only|/devonly
36005,For Developers Only News|/devnews
36006,Windows Family of OSs|/windows
36007,Games|/games
36010,Internet Explorer|/ie
36011,Free Downloads|/msdownload
36012,isapi|/isapi
36013,Internet Explorer|/ie
36017,Microsoft.com Search|/search
36020,Web Site Builder's Gallery|/gallery
36022,Free Downloads|/msdownload
36023,Microsoft.com Search|/search
36028,MS Publisher|/publisher
36032,Products |/products
36033,Internet Explorer|/ie
36034,Products |/products
36034,Internet Explorer|/ie
36036,Free Downloads|/msdownload
36037,isapi|/isapi
36037,Microsoft.com Search|/search
36037,N. American Automap|/automap
36040,Microsoft Press|/mspress
36042,MS Office|/msoffice
36042,MS Office Info|/office
36043,Free Downloads|/msdownload
36047,Windows Family of OSs|/windows
36048,Free Downloads|/msdownload
36049,NetMeeting|/netmeeting
36049,Exchange|/exchange
36051,Internet Explorer|/ie
36052,Java Strategy and Info|/java
36052,Products |/products
36054,isapi|/isapi
36054,Internet Security Framework|/security
36054,Windows 95|/windows95
36054,Windows Family of OSs|/windows
36057,Microsoft.com Search|/search
36059,Free Downloads|/msdownload
36062,Internet Explorer|/ie
36065,Microsoft.com Search|/search
36070,Corporate Desktop Evaluation|/organizations
36074,MS Excel|/excel
36074,Windows95 Support|/windowssupport
36075,Microsoft.com Search|/search
36075,NT Server Support|/ntserversupport
36076,Knowledge Base|/kb
36076,Internet Explorer|/ie
36078,Windows 95|/windows95
36078,Products |/products
36078,Support Desktop|/support
36080,MS Schedule+ News|/scheduleplus
36083,Training|/train_cert
36083,NT Workstation Support|/ntwkssupport
36086,Windows Family of OSs|/windows
36086,isapi|/isapi
36087,Volume Purchasing Options|/select
36087,Exchange|/exchange
36087,Windows 32 bit developer|/win32dev
36087,N. American Automap|/automap
36088,Internet Site Construction for Developers|/sitebuilder
36096,Microsoft.com Search|/search
36101,Canada|/canada
36101,BackOffice|/backoffice
36103,Internet Site Construction for Developers|/sitebuilder
36107,Microsoft.com Search|/search
36108,Knowledge Base|/kb
36110,Knowledge Base|/kb
36110,OutLook|/outlook
36111,Corporate Desktop Evaluation|/organizations
36111,regwiz|/regwiz
36113,Microsoft.com Search|/search
36114,MS Excel|/excel
36114,Knowledge Base|/kb
36116,Internet Explorer|/ie
36117,MS Office Info|/office
36119,Microsoft.com Search|/search
36121,Internet Development|/intdev
36124,Internet Site Construction for Developers|/sitebuilder
36124,Developer Workshop|/workshop
36128,Microsoft.com Search|/search
36131,Microsoft.com Search|/search
36133,Products |/products
36134,International IE content|/ie_intl
36135,Internet Site Construction for Developers|/sitebuilder
36136,Internet Explorer|/ie
36143,Free Downloads|/msdownload
36148,NetShow|/netshow
36150,MS Excel Support|/msexcelsupport
36151,Windows95 Support|/windowssupport
36151,isapi|/isapi
36156,MS Schedule+ News|/scheduleplus
36157,Internet Site Construction for Developers|/sitebuilder
36159,Internet Explorer|/ie
36160,Windows95 Support|/windowssupport
36160,isapi|/isapi
36162,MS Word News|/word
36165,SP Referral (ART)|/referral
36165,End User Produced View|/athome
36165,Microsoft.com Search|/search
36166,Microsoft.com Search|/search
36167,Free Downloads|/msdownload
36169,Internet Explorer|/ie
36171,Windows NT Server|/ntserver
36172,Free Downloads|/msdownload
36175,Knowledge Base|/kb
36176,MS TeamManager|/teammanager
36176,Norway|/norge
36178,isapi|/isapi
36179,isapi|/isapi
36181,Free Downloads|/msdownload
36181,Games|/games
36182,Microsoft.com Search|/search
36183,SP Referral (ART)|/referral
36184,Internet Site Construction for Developers|/sitebuilder
36189,SiteBuilder Network Membership|/sbnmember
36191,Windows 95|/windows95
36191,MS Money Information|/moneyzone
36192,isapi|/isapi
36192,Internet Explorer|/ie
36193,Microsoft Home Essentials|/homeessentials
36194,Free Downloads|/msdownload
36196,Games|/games
36199,Microsoft.com Search|/search
36201,Internet Explorer|/ie
36202,Internet Site Construction for Developers|/sitebuilder
36202,Internet Explorer|/ie
36203,Products |/products
36203,isapi|/isapi
36204,Products |/products
36207,Free Downloads|/msdownload
36208,Internet Site Construction for Developers|/sitebuilder
36208,Developer Workshop|/workshop
36208,MS Publisher|/publisher
36208,Internet Explorer|/ie
36211,MS Word News|/word
36211,Sales Information (infobase)|/salesinfo
36215,Free Downloads|/msdownload
36218,Support Desktop|/support
36218,Knowledge Base|/kb
36220,Windows Family of OSs|/windows
36221,isapi|/isapi
36223,Web Site Builder's Gallery|/gallery
36225,Windows Family of OSs|/windows
36228,MSHome Kids Stuff|/kids
36228,Knowledge Base|/kb
36229,Internet Explorer|/ie
36230,For Developers Only|/devonly
36230,Internet Development|/intdev
36231,Microsoft.com Search|/search
36233,Microsoft Press|/mspress
36238,Support Desktop|/support
36238,Knowledge Base|/kb
36239,Knowledge Base|/kb
36239,isapi|/isapi
36240,Jakarta|/visualj
36244,MSHome Kids Stuff|/kids
36244,Support Desktop|/support
36244,End User Produced View|/athome
36245,Belgium|/belgium
36245,For Developers Only Info|/developer
36245,Windows NT Server|/ntserver
36245,Windows Family of OSs|/windows
36250,MS in Education|/education
36251,Microsoft.com Search|/search
36252,Free Downloads|/msdownload
36252,End User Produced View|/athome
36253,Free Downloads|/msdownload
36253,SP Referral (ART)|/referral
36257,Corporation Information|/corpinfo
36258,Taiwan|/taiwan
36260,Executive Computing|/cio
36260,isapi|/isapi
36262,Developer Workshop|/workshop
36263,Web Site Builder's Gallery|/gallery
36263,ActiveX Technology Development|/activex
36263,International IE content|/ie_intl
36266,Internet Explorer|/ie
36267,Free Downloads|/msdownload
36268,Microsoft.com Search|/search
36269,End User Produced View|/athome
36270,regwiz|/regwiz
36270,MS Access|/access
36273,Free Downloads|/msdownload
36279,Free Downloads|/msdownload
36279,Internet Explorer|/ie
